,productid,title,price,description,console,console_Game Boy Advance,console_Game Boy Color,console_GameCube,console_Nintendo 64,console_Nintendo DS,console_Nintendo Wii,console_PC & Mac,console_PlayStation,console_PlayStation 2,console_PlayStation 3,console_PlayStation Portable,console_Sega Dreamcast,console_Sega Genesis,console_Super Nintendo,console_Xbox,console_Xbox 360,price_normalised,average_score,average_bert_pred_prob_pos,average_bert_pred_prob_nonpos,average_sentiment_vader,review_counts,average_sentiment_score,average_sentiment_label,adjusted_average_score,adjusted_average_sentiment_score,adjusted_average_sentiment_label,adjusted_average_bert_pred_prob_pos,adjusted_average_bert_pred_prob_nonpos,adjusted_average_sentiment_vader
2444,B000K9OR4Q,Lair,10.96,in a world ravaged by endless conflict and natural disaster a call for peace turns into a bloodbath of betrayal and deceit  you are rohn a dragon riding warrior engaging in battles both in the air and on land with the courage and the help of your dragon it is up to you to help save your civilization from an unrelenting army    features   dragon abilities allow you to scorch the ground and fly through the skies supports ps3 motion sensitive controller,PlayStation 3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.797278877,3.428571429,0.452067906,0.547932088,0.738057143,7,1,Positive,3.176470588,1,Positive,0.480263255,0.519736742,0.598023529
2446,B000059O8B,Fallout Tactics,14.99,"the fallout series of roleplaying games is known for its epic  postapocalyptic story line and deep combat system in that order  fallout tactics turns the tables by focusing almost exclusively  on a series of complex missions that are loosely wrapped in a plot the  focus is on combat but fallout tactics stays true to its rpg  roots you create your own character with the rpg system from the previous  fallout games the basics should be familiar to rpg fans assign  numbers to attributes such as strength perception and dexterity  which help determine values for skills such as medic sneak repair  and big guns fun quirks such as fast shot finesse and bloody mess  make your character unique once your character is complete youre  assigned your first mission theres no need for a strong personal  plot device to get the game going youre in the army now instead of the onemanagainstthewasteland story of fallout  and fallout 2 tactics sets you up as a junior squad  leader in an expeditionary force of the brotherhood of steel the  brotherhood is a nononsense group of soldiers that has managed to  thrive in the nuked american landscape by maintaining strict control  over its technological superiority your group split off from the main  group and headed east in huge dirigibles only to crashland near  chicago trading technology and protection for food and recruits the  brotherhood soon finds itself taking on the role of feudal overlord  you and your squad tackle increasingly difficult missions for the  brotherhood each successful mission lets you improve your character  and squadmates by way of accumulated experience weapons equipment  and vehicles the word tactics didnt get into the title of this game by mistake  characters can sneak into position lay down covering fire set up  ambushes lie prone in a sniper hide and do just about anything else a  real soldier can do youll need to use these abilities in order to  complete the games tough singleplayer campaign or against human  squad leaders in the included multiplayer mode you can set the game to  play in the strict turnbased mode familiar to fallout veterans  or can play in continuous turnbased which is essentially the  realtime strategy mode seen in games such as baldurs gate the  developers should get a medal for allowing gamers to switch between  turnbased and realtime anytime between battles your characters wander the wasteland in search of  quests barter for items and interact with nonplayer characters whose  reactions depend on the squads reputation its enough to keep  roleplaying aficionados entertained and action fans wont want to miss it  note that fallout tactics is just as profane and violent as the  other games in the series and isnt for kids t byrl baker   pros  crisp graphics with great animation a truly beautiful combat system a decent story links the missions together and lets players get to  know their characters  cons  very challenging plot is nowhere near as complex as those in fallout and  fallout 2	the ultimate in squadbased thirdperson tactical combatproduct informationcontinuing in the tradition of the fallout series of roleplaying games fallout tactics is a squadbased thirdperson tactical combat game with rpg character development and a missionbased story line the game is set between the events of fallout and fallout 2 players control the main character the leader of a squad of brotherhood of steel warriors squads consist of a maximum of six characters including the main character and are assembled from a pool of 30 recruits there are vehicles to control which players can use during combat the game consists of 20 core missions in six stages multiplayer mode is a core design element and players can enjoy both cooperative and deathmatch games there are eight multiplayerspecific maps up to five different play modes and a maximum of 18 players per game controlling 36 squad members fallout tactics brotherhood of steel is set in the awardwinning fallout universe players join in the brotherhood of steel as they travel through 20 tactical missions attempting to overcome a powerful new enemy players will work toward developing their squads specialized skills and improve their stats as they utilize squadbased skirmish techniques to survive battles in multiplayer mode 36 characters can be onscreen at one time with up to 18 gamers playing at once bonus mission springfields mayor a man responsible for many humanghoul alliances in the region has been targeted for assassination his affiliation with the ghouls has angered some farright human activists who refuse to acknowledge ghouls as near equals while the ringleaders to this plot have been captured the assassins are already on their way your mission is to warn mayor sampson and to protect him at all costs penandpaper game created for two to six players the fallout tactics board game is",PC & Mac,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.578502748,4.875,0.62376106,0.376238965,0.31085,8,1,Positive,3.833333333,1,Positive,0.555004916,0.444995096,0.415933333
2450,B0002ILSH4,Need for Speed: Underground 2,83.96,"the deepest most authentic tuner experience ever discover the living breathing world of tuner culture in need for speed underground 2 the sequel to the bestselling racing game of 2003 and the latest blockbuster installment in the legendary need for speed franchise  features  freeroaming city explore a massive city divided into five distinct interconnected neighborhoods ranging from serpentine suburban hills to an intense downtown grid a complex series of drivable freeways connect the neighborhoods together  emergent gameplay want to make a name for yourself in the underground youll need to find it first races can happen anywhere and at any time and as players encounter rivals on the street theyll be clued into where they can buy the hottest upgrades or enter the most elite events  new gameplay modes three new gameplay modes are added to last years circuit drift and drag competitions challenging gamers to hone their skills in a number of driving disciplines  performance tuning tune every aspect of your cars performance with hundreds of licensed aftermarket performance upgrades and then finetune everything from the gear ratio to the suspension for the ultimate ride  the hottest cars more than thirty of the most soughtafter tuner cars are available from the hottest manufacturers  from mitsubishi motors nissan and toyota to ford and volkswagen if theyre hot on the street theyre in the game  visual customization with more than twice the visual customizations of last years game there are literally billions of car combinations available to gamers featuring audio upgrades scissor doors spoilers headlights side skirts roof scoops hoods rims wide body kits neon and more if you can trick it out in real life you can trick it out in need for speed underground 2  environmental variety each of the five distinct neighborhoods in need for speed underground 2 feature a unique look and feel including varied driving conditions and track types road surfaces realtime weather effects and environmental hazards will keep gamers on their toes as they race from dusk till dawn  online gamers can put their reputation on the line challenging the worlds best racers online over xbox live	discover the living breathing world of need for speed underground 2  taking place in a massive freeroaming city featuring five distinct interconnected neighborhoods need for speed underground 2 delivers an immersive game world where reputation is everything  as you explore the city youll encounter rivall racers who will school you in ways of the underground and tip you off to the hottest racing spots in town with the most comprehensive tuning options all new game modes and the industrys most soughtafter cars",Xbox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.1656634,4.75,0.79081255,0.209187479,0.7949,4,1,Positive,3.5,1,Positive,0.5830893,0.416910708,0.584257143
2453,B00006599Q,Turok: Evolution,38.96,"turok evolution is a prequel that takes us back to the origins of the turok lineage in the beginning of the game we see our hero talset fighting nemesis captain tobias bruckner in 1886 texas during the battle a rift between their world and the lost lands opens and talset is sucked into it features and enhancements to this new installment in the turok franchise include the groundbreaking squad dynamics system sds for realistic enemy and allied squad ai and an entirely new game engine built to take full advantage of the nextgeneration hardware platforms allnew weapons including variable payload cruise missiles gravity disrupter beams and the swarm boreeach with unique traits and damage flight sequences now enable players to soar through the skies on a winged pteranodon and scripted event sequences bring the world to life with stunning detail turok evolution features 32 types of prehistoric and indigenous life rendered with frightening realism the game is full of destructible objects and environments shoot down trees over your enemies and collapse massive rock spires onto dinosaurs the environments consist of lush living jungles plants move as dinosaurs brush against them while trees sway in the wind the game also includes stealth and actionbased gameplay directed by contextsensitive missionbased sequences great care was also taken with the multiplayer modes which were developed by a dedicated team of designers programmers and artists	the groundbreaking adventure series returns with more action excitement and jaw dropping effects than ever before in turok evolution the game is a prequel that takes us back to the origins of the turok lineage you play as the hero talset fighting his nemesis captain tobias bruckner in 1886 texas during the battle a rift between their world and the lost lands opens and talset is sucked into it injured and near death he is nursed back to health by the natives of the river village a colony in hiding from the lost lands greatest threat the lord tyrannus and his reptilian hordes talset becomes a reluctant participant in the brutal war that is raging in the lost land bent on a holy mission to purify the land through slaughter and misery tyrannus appoints a new general to his armies and talset discovers to his horror that it is bruckner who was also swept into the lost lands through the rift turok evolution is an epic adventure of treachery exploration and war in a land of lush jungles suspended cities mysterious temples reptile armies and towering dinosaurs",Xbox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.722753777,3.571428571,0.625747694,0.37425227,0.218571429,7,1,Positive,3.235294118,1,Positive,0.551778462,0.448221523,0.384117647
2457,B0000899ZX,Galactic Civilizations,19.99,"galactic civilizations is a spacebased strategy game that puts the player in the role of leader of united earth near the dawn of the 23rd century as leader of united earth you must explore and colonize as many suitable planets as you can research new technology negotiate treaties with other civilizations invest in social programs build star bases and of course maintain a military fleet to defend mankind  unprecedented replayability and a multithreaded artificial intelligence engine ensure that each game is its own epic experience players can take multiple paths to victory including conquering the galaxy militarily taking over all enemy planets conquering the galaxy culturally spreading human ideas and culture so thoroughly through the galaxy that the citizens of other civilizations defect to join up with you technological victory researching to the point where humans move beyond mortality and political victory uniting the surviving civilizations together under your rule much of the development effort has been put into making sure each path is enjoyable for players players also face ethical dilemmas along the way the choices they take help determine whether their civilization take the path towards goodness or towards evil as one moves down these paths the game interface visually changes how the game reacts to you changes and how other civilizations deal with you changes  another innovation is that the game engine attempts to generate a completely new experience each game the content that would normally be created for a linear campaign is instead dynamically retrieved in pieces for each game and assembled into an epic experience for each game the user interface of the game has been designed to vastly reduce micro management often strategy games become difficult to play in their later stages due to excessive micro management galactic civilizations solves this problem through user interface enhancements rather than relying on playerassigned ai managers  when these features are combined the result is a unique strategy game with a high level of replayability the games developer has budgeted an additional year of development time after release to add free new features based on player feedback	this software is brand new packaging may differ slightly from the stock photo above please click on our logo above to see over 15000 titles in stock",PC & Mac,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.307068346,2.75,0.473638618,0.52636141,0.9358,4,0,Non-Positive,2.928571429,0,Non-Positive,0.492468176,0.507531831,0.624514286
2465,B0006A9SLQ,Asphalt Urban GT,39.95,players have the option of tweaking their vehicles with more than thirty different options to squeeze out as much performance as possible the action primarily takes place on the upper screen showcasing the games advanced 3d graphics viewable from three distinct camera angles there is even a replay feature so players can relive specific moments in the race the lower screen provides details on the players progress as well as strategic options that will give players the advantage against their track rivals also included wireless fourplayer multiplayer single race championship and cop chase,Nintendo DS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.776497789,3.5,0.66644271,0.333557264,0.607125,4,1,Positive,3.142857143,1,Positive,0.54755506,0.452444932,0.530607143
2469,B0009O7HVW,X-Men Legends II Rise of Apocalypse,44.98,"xmen legends ii rise of apocalypsesequel to the bestselling xmen game everintroduces the epic storyline of an uneasy alliance between the xmen and the hated brotherhood in a fight to reclaim earth from apocalypses grasp impressive gameplay enhancements include more than double the superpowers and customization capabilities the debut of several new playable characters over 100 diverse types of enemies and a breathtaking range of exotic and realworld environmentsfrom the madri temple to egypt for fans loyal or new xmen legends ii rise of apocalypse delivers a bigger deeper and more epic actionrpg experience  features  from hated foes to united force experience the amazing saga of xmen and brotherhood rivals bonded by a common enemy create customize and control a punishing team of four powerful mutants selecting from 16 playable charactersmany playable for the first time choose from your favorite xmen charactersincluding wolverine bishop cyclops nightcrawler and stormand brotherhood mutantssuch as magneto toad and juggernaut instantly switch between team members midfight to take full advantage of their unique abilities combine their powers for even more bruising combo attacks unique superpowers and customization capabilities each of the 16 playable characters has 10 individualized superpowers at your command including awesome fighting melee or ranged attacks and devastating extreme powers instantly upgrade and customize your characters levels and powers onthefly with just the touch of a button so you never have to leave the action empower your character with a huge array of completely unique equipment items switch costumes between ultimate astonishing and other styles upgrade attributes such as strike ability and focus intense online and offline multiplayer action xmen legends ii rise of apocalypses online multiplayer enables up to four players to engage in an exciting storybased coop mode and enjoy exclusive online content both online and traditional offline multiplayer modes feature dynamic joining that lets your friends jump into the action at any time six multiplayer skirmish modes offer headtohead versus action sidebyside battles against enemies and more openended storyline and choices immerse yourself in an allnew flexible storyline with compelling gameplay and theatricalquality fmv created by academy award nominee blur studios take advantage of over 70 freeroaming zones to regroup begin new missions complete unfinished missions gather information and stock up on equipment get creative using your super powers to solve challenging puzzles every time you turn a corner unexpected surprises keep you on the edge in addition new difficulty settings allow you to play at your skill level as you improve revisit levels using tougher difficulty settings for increased replayability amazing array of enemies and environments demolish over 100 different types of enemies from hordes of apocalypses henchmen to lady deathstrike and apocalypses 4 horsemen fully destructible locales are more expansive requiring even more exploration and containing many hidden items to uncover visit xmen locales like the weapon x facility and the infinite factory plus intriguing spots around the globe such as egypt and the south pole everywhere you go discover hidden equipment and paths	this is the game xmen legends ii rise of apocalypse for the playstation 2 this game may not come with the original case and instructions we stand by our products and offer a 60 day guarantee if a game does not work within 60 days from the time you receive it we will gladly exchange it for you",PlayStation 2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.049560798,1.5,0.288837553,0.71116245,0.00985,4,0,Non-Positive,2.571428571,0,Non-Positive,0.439667872,0.560332129,0.359957143
2473,B00005NZ1M,NFL Fever 2002,8.99,"when microsoft released nfl fever 2000 on the pc in 1999 it gave  madden a serious run for its money its been a few years but  fever and madden are once again going headtohead on the xbox  and once again fever proves itself a serious threat to eas perennial  football powerhouse thats not to say that nfl fever 2002 is a perfect  game because it isnt but it does offer great graphics decent ai and plenty  of bonecrunching gameplay  nfl fever 2002 features several gameplay modes including practice  single game and season which itself contains a couple of different options  including dynasty and fantasy challenge fever 2002 has a full nfl  license and includes all 31 current nfl teamsand 15 fantasy teamsalong with  all the current stadiums dynasty mode is where most players will find  themselves as this mode lets you manage all aspects of your team including  signing and cutting players negotiating trades and making sure that your team  comes in under the salary cap  a great feature in dynasty mode is dynamic player performance which adjusts  players ratings which determine how well they play based on past game  performances so if you have a secondstring running back who rattles off three  or four great games in a row his rating will increase which should keep him  performing at that high level on the flip side if a player has several poor  games his rating will decrease  because it was designed specifically for the xbox unlike madden nfl  2002 which was ported to the xbox from the playstation2 version nfl  fever 2002 looks awesome player animations are highly detailed the  stadiums look fantastic and the weather effects are topnotch beyond the  obvious features though there are many subtle details that really add to the  experience the field will get torn up in wet weather player uniforms will get  stained with dirt and the crowd will begin to thin out if the game is a  blowout  in terms of gameplay fever 2002 delivers a solid experience the ai is  pretty solid especially on the defensive side and if you call a perfect game  its possible to get a shutout against the computer even on the higher  difficulty settings on the downside the computer rarely runs the ball even  when it has a highpowered running back like corey dillon and ai play calling  is rather suspect at times those complaints aside fever 2002 is a lot of fun it offers great  graphics multiplayer is a blast and the dynasty mode features a good deal of  depth if you only want one football game nfl fever 2002 deserves your  considerationwilliam harms pros  dynamic player performance great graphics solid defensive ai  cons  computer rarely runs the ball gameplay a little arcadelike at times	explode through the hole dive for the goal line and celebrate after the touchdown nfl fever 2002 combines hardhitting action with incredibly lifelike graphics for players and stadiums from all 31 teams play up to 25 seasons in career mode as you amass titles build a dynasty and play your way into the hall of fame made in usa",Xbox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.904224031,4.333333333,0.666173055,0.333826965,0.71815,6,1,Positive,3.5,1,Positive,0.562314896,0.437685112,0.58180625
2480,B0001CJEJU,Crash Bandicoot: Twinsanity,20.97,a new adversarythe evil twinshas invaded crashs island paradise with plans of destruction in a strange twist crash grudgingly pairs with his archenemy dr cortex in order to save the world through this unorthodox partnership cortex is abused as crashs favorite weapon when crash and cortex are controlled as one additionally this dynamic paired gameplay will include neverbeforeseen mechanics which also include cooperative level designs in which crash must protect cortex and viceversa albeit reluctantly,PlayStation 2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.253867203,3.75,0.49253845,0.507461573,0.352575,4,1,Positive,3.214285714,1,Positive,0.497868129,0.502131878,0.457878571
2482,B00004NHFG,Ultima Online Renaissance,40.99,the bestselling roleplaying series of all time forges a new age of online gaming again with ultima online renaissance interact with thousands of players simultaneously in this breakthrough internet fantasy world that is now easier to learn and play than ever get online and immerse yourself in the adventure of a lifetime,PC & Mac,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.832956145,4.166666667,0.659360368,0.340639626,0.927766667,6,1,Positive,3.4375,1,Positive,0.559760138,0.44023986,0.6604125
2483,B0000524NB,Surfing H30 for PlayStation 2,9.98,ps2 surfing h30 playstation 2,PlayStation 2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.85048002,2,0.388084852,0.611915144,-0.0741,5,0,Non-Positive,2.666666667,0,Non-Positive,0.462694951,0.537305048,0.308633333
2486,B000CRSBLQ,Fight Night Round 3,25.8,"the highly acclaimed fight night franchise the undisputed champion of boxing video games delivers another hit with fight night round 3 feel what its like to hitor be hit bygreat champions such as muhammad ali and oscar de la hoya with filmquality graphics that showcase the most devastating punches seen in any game or movie outside the ring establish intense rivalries by calling out opponents and triggering pressconference brawls on your way to becoming boxings greatest legend fight night round 3 the closest thing to being in the ring without getting punched  features  three new impact punches with high risk and high rewardput down your opponent or get knocked on the canvas players are only one punch away from the entire dynamic of the fight changing clench down on that mouth guard rookie super punch lets you feel the impact of a devastating punch as the boxers face ripples from that blow design a fighting style all your own and see how you match up against the authentic signature styles from the worlds best fighters establish rivalries by intimidating opponents before the big fight with heated press conferences trash talkin and fights at weighins watch espn classic footage of reallife bouts or recreate the greatest fights from past and present	features include 3 new impact punches with high risk and high reward  put down your opponent or get knocked on the canvas players are only one punch away from the entire dynamic of the fight changingclench down on that mouth guard rookie super punch lets you feel the impact of a devastating punch as the boxers face ripples from that blowdesign a fighting style all your own and see how you match up against the authentic signature styles from the worlds best fightersestablish rivalries by intimidating opponents before the big fight with heated press conferences trash talkin and fights at weighinswatch espn classic footage of reallife bouts or recreate the greatest fights from past and present",Xbox 360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00833843,4.5,0.761662425,0.238337582,0.94325,4,1,Positive,3.428571429,1,Positive,0.574760693,0.425239309,0.626642857
2488,B00005NHSC,Tetris Worlds,15,the classic returns with enhanced ps2 advantages heres a simple story and easytolearn gameplay that ends in complete psychological addiction there are 6 worlds you can send your mino tetrinaut to once there your mino will work to transform his new home from a barren planet into a beautiful place tetris worlds lets you play 6 different tetris games in two ways story mode and arcade mode,PlayStation 2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.57795988,3.4,0.53127865,0.46872136,0.48108,5,1,Positive,3.133333333,1,Positive,0.510426217,0.489573787,0.493693333
2491,B00006LELA,Red Faction II,26.97,for over a decade the ruthless dictator sopot has oppressed the people of the commonwealth in red faction ii years of war and poverty have left the people destroyed by unnecessary war and hardship under this oppressive regime there is a group of super soldiers injected with nanotechnology who dare to rise up and defy the ruthless dictator and restore peace to the commonwealth,PlayStation 2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.07185408,3.444444444,0.454206607,0.545793404,0.281911111,9,1,Positive,3.210526316,1,Positive,0.478308393,0.521691613,0.396694737
2493,B00006F2EE,NFL Fever 2003,3.5,"the bestselling hardesthitting football game for xbox provides gamers with the ultimate nfl experience easy to pick up and start playing nfl fever 2003 delivers all the action attitude and excitement of the national football league realism is maximized in this 2003 edition highly detailed player models reflect the size shape and attitude of real nfl players and include variable accessories such as gloves wristbands facemasks taped fingers and quarterback play sheets momentumbased motions provide some of the most bonecrunching realistic animation of any football video game to date the power and glory of highimpact football are portrayed in vivid detail courtesy of dynamic lighting reallife reflections and dramatic shadows nfl fever 2003 contains the most accurate stadium models of any xbox football game nfl fever 2003 delivers the tightest and most responsive game controls available in sports games the commentary and crowd respond intelligently to whats happening on the field if gamers home teams are playing poorly the fans will let them know the game doesnt just look and sound good it also features innovative gameplay enhancements most notably with online play nfl fever 2003 makes it easy for gamers to test their skills against other gamers online in addition gamers can play in the same weather as their teams home city dynamic player performance model offers gamers a stake in the development of both nfl players and teams football players improve as the gamer gets better in dynasty mode gamers can play multiple seasons and unlock past super bowl championship teams that will become onfield opponents as a part of the game players future schedules gamers can rewrite the record books with amazing statistics to enter the hall of fame	nfl fever 2003 is one of the bestselling fastest and hardesthitting football games available for the xbox easy to pick up and start playing nfl fever 2003 delivers all the action attitude and excitement of the national football league letting you create play and control the ultimate nfl team with the opportunity to earn all the accolades and honors of the nfl nfl fever 2003 challenges hardcore football fans and gamers to be the best in the world ultrarealistic highly detailed player models reflect the size shape and attitude of real nfl players and include variable accessories including gloves wristbands face masks taped fingers and quarterback play sheets momentumbased motions provide some of the most bonecrunching realistic animation of any football video game to date and the power and glory of highimpact football show up in vivid detail courtesy of dynamic lighting reallife reflections and dramatic shadows",Xbox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.202259005,3.428571429,0.53639915,0.463600838,0.573028571,7,1,Positive,3.176470588,1,Positive,0.514987885,0.48501211,0.530070588
2501,B000ARJXW4,GUN,25.89,"gun is a freeroaming actionadventure game that takes you to a world without laws where greed lust and murder are rampant as colton white a vengeful gunslinger you must straddle the line between good and evil in a showdown against corrupt lawmen a murderous preacher renegade army psychopaths merciless outlaws and relentless warring tribes while waging war on horseback collecting bounties and protecting whores travel through an actionpacked landscape of high mountain wilderness deserts and bustling territorial towns in an epic story of betrayal greed and revenge                   defend the weak against the tyranny of evil men    expansive freeroaming interactive world players traverse on horseback or foot through a living populated environment that stretches from the snowy mountains of montana to the plains of dodge city kansas and the deserts of new mexico where danger is at every turn extensive variety of missions experience an extensive variety of missions such as wage war on horseback hunt for bounties play poker protect ladies of the night hunt buffalo assault a frontier fort broad range of gameplay multiple gameplay styles include strategic gunplay and precision shooting stealth tactics and use of explosives embark on numerous side mission to master gun slinging and horse riding players can unlock secret weapons and upgrade skills and abilities to improve their weapon and equipment performance epic storyline written by hollywood screenwriter randall jahnson mask of zoro the doors guns engrossing storyline and plot progression will transport players back in time to the lawless west where they encounter ladies of the night a murderous preacher and many other characters experience the brutality and gritty lawlessness of the west players battle their way through a harsh visceral and unforgiving landscape that portrays the west as it really was they can act as a gunslinger protecting righteousness or seek retribution as they face resistance fighters local lawmen renegade soldiers and vengeful native americans authentic weapons encounter authentic gunslingers of the time and utilize a multitude of authentic weapons such as six shooters shotguns gatling guns flaming arrows hatchets and dynamite	gun is the story of a mans quest for revenge when life robs colton white of all that matters the only thing left he can trust is his gun follow along with him as he exacts vengeful justice on those who have wronged him seek retribution as you face corrupt lawmen warring tribes coldblooded outlaws and ruthless renegades",PC & Mac,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.013224249,4,0.638305319,0.361694668,0.677614286,7,1,Positive,3.411764706,1,Positive,0.556949249,0.443050746,0.573135294
2502,B00008ODBQ,WarCraft III Expansion: The Frozen Throne,19.99,"following in the tradition of previous blizzard expansion sets warcraft iii the frozen throne provides gamers with a vast new chapter in the epic warcraft saga in the singleplayer campaign players revisit the wartorn world of azeroth several months have passed since archimonde and the burning legion were defeated at the battle of mount hyjal yet a new threat has arisen throughout the land one new hero per race each possessing powerful spells and magical abilities a host of new units each equipped with new abilities and spells giving players the opportunity to create diverse strategic and tactical forms of combat playerbuilt shops unique for each race equipped with items carefully designed to improve and aid the units of every race neutral heroes available for recruitment by all players that can supplement and strengthen a players army with all new spells and abilities expanded multiplayer options over battlenet including multiple new game types clan and tournament support	after archimonde and the burning legion were defeated at the battle of mount hyjal a new threat rises throughout the land and its up to you to defeat it",PC & Mac,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.307068346,4.5625,0.72226104,0.277738968,0.869875,16,1,Positive,4.5625,1,Positive,0.72226104,0.277738968,0.869875
2503,B00013MRU2,A Quiet Weekend In Capri,35.85,"in what becomes anything but a quiet weekend in capri this magical island off the coast of italy serves as backdrop to a captivating mystery  as a tourist visiting the enchanting isle of capri for the first time you are unexpectedly transported into a mysterious scenario no longer of certain where you are or which way to turn regaining your senses you begin to explore the island encountering interesting characters and intriguing clues you wander through magical gardens seashores churches monuments villas and old roman ruins to unravel this mystery you must utilize strange inventions by an eccentric island scientist along with your own deductive reasoning	got game a quiet weekend in capri  as a tourist visiting the enchanting isle of capri for the first time you are unexpectedly transported into a mysterious scenario no longer of certain where you are or which way to turn regaining your senses you begin to explore the island encountering interesting characters and intriguing clues you wander through magical gardens seashores churches monuments villas and old roman ruins to unravel this mystery you must utilize strange inventions by an eccentric island scientist along with your own deductive reasoning",PC & Mac,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.553921579,4.4,0.638983774,0.361016205,0.56464,5,1,Positive,3.466666667,1,Positive,0.546327925,0.453672068,0.521546667
2510,B00004U4R5,NCAA Football 2001,43.12,"despite the tweaked graphics and artificial intelligence ncaa  college football 2001 from ea sports is the same old college football game  on the playstation the third incarnation in the series this game straddles the fence between a  realistic simulation and a fastpaced action game college football fans will  have a blast as it allows them to play as any one of the 140 1a or 1aa college  teams with as many stadiums on its way to reaching the coveted orange bowl  sugar bowl fiesta bowl or one of 17 others new this year is advanced player control or apc giving players even more  control and subtleties to the action this includes controlling any one player  you choose who youd like to control before the ball is snapped finding open  field and calling for the ball and so forth this gives the player more control  on the field but doesnt take away from the fun factor the game offers up a practice exhibition and season modes and the dynasty  mode has been beefed up to allow gamers to review and recruit players at the  junior college and even high school level to enhance their rosters the  situation mode is a collection of scenarios for you to battle through such as  coming back to win a game after a bad quarter or a lousy half theres also a  new mode dubbed the bowl game playoff mode which is essentially a doordie  goforbroke game for those who would rather work their way up the ladder  elimination style toward the national championship though these additions may sound like a lot has been added to the game this  year after a few hundred snaps and a dozen or so games it really feels like  past ncaa games with a little more flair if you enjoyed the previous versions  in the series then no doubt youll like this one too its college pigskin done  right and theres nothing wrong with that todd mowatt pros  advanced player control adds new subtleties to the action bowl game playoff mode allows players to create eliminationstyle  competitions for the national championship  cons  plays much like prior versions	the crowd sings a roaring fight song a sophomore in an animal costume jumps around the sidelines and players fight for their school and a chance at the pros what are we talking about college football of course and only ncaa football 2001 can take you all the way to the orange bowl youll call the plays and control the moves specific to each position on your team the running game has been improved from the previous years release and now includes new defensive player logic pursuit angles and receiver routes in dynasty mode you can build your team from the ground up even adding juniorcollege prospects to your roster if youre more interested in quickanddirty action play in situation mode where you create the scenarioeven putting two minutes on the clock and your team within fieldgoal range and to amp up the rahrah college atmosphere of your games ncaa football 2001 lets you customize the setting with frat logos and uniforms and even lets you name your players",PlayStation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9485872,4.75,0.527622395,0.472377633,0.8206,4,1,Positive,3.5,1,Positive,0.507892113,0.492107895,0.5916
2512,B0002I0UIC,WWE Day of Reckoning,33.95,"think you have what it takes to get into world wrestling entertainment think again welcome to the minor leagues of sports entertainment where every rookie jobber in the industry learns the school of hard knocks build your favorite superstar from the groundup and graduate to the world of wwe programming from there you will begin your ultimate quest for the elusive wwe championship belt but dont get too comfortable once youve made it you will need to do more than watch your back to go all the way in this business in wwe day of reckoning for the nintendo gamecube hit the ropes against 40 of the wwes top superstars in an allnew story mode where a rookies dream becomes a superstars reality  features take your created superstar up the ranks in a completely original story mode that starts you at the minor leagues of sports entertainment to wwe velocity  heat and all the way to the bigtime of wwe programming wwe legends including the eighth wonder of the world andre the giant bra  panties for the first time in a wwe gamecube product choose your favorite wwe divas and go headto head in the famous bra  panties match new detailed models and crowd environments with dynamic lighting and pyrotechnic effects featuring tvstyle presentation	wwe day of reckoning places you in the school of hard knocks as you become a wrestling superstar see if you have what it takes to get into world wrestling entertainment",GameCube,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450776506,3.571428571,0.674464897,0.325535137,0.737328571,7,1,Positive,3.235294118,1,Positive,0.571838487,0.428161527,0.597723529
